,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,kmeans_pca,hc_pca,dbscan_pca
0,-1.364270550107057,0.9887730069346271,2.4769482034661086,1,0,0
1,1.377353817473039,-0.9663136536432079,0.19177285761918628,0,1,1
2,-1.4360206721301336,0.8822467631331687,-0.9429416490309076,1,2,2
3,1.255758301242203,-0.28950455379604806,-0.3357739199510597,0,1,1
4,-0.2971811999283704,0.14159379045485324,0.05637647754549434,1,2,2
5,-1.143679092307676,0.8006571311764574,-0.3783201424513624,1,2,2
6,-0.5870924298266226,0.9767503489716798,0.020596564736079792,1,2,2
7,1.32336961596019,0.7723047765964128,-0.09224910859198521,0,1,1
8,2.004609047833675,0.6947056551514512,0.34459793406545547,0,1,1
9,4.685998820358562,3.081831394465459,1.5214594871987468,0,1,3
10,1.936997733115688,-0.3671036752410097,0.10107312270638098,0,1,1
11,1.79818593658666,0.20947817498460453,0.02187416023155547,0,1,1
12,-1.0847662473368316,-1.15574119137602,-0.4200279791953745,2,0,4
13,0.288909379691071,0.7359213998060233,-0.11567264250272057,1,2,2
14,1.9492853699558843,-0.04909653330660779,-0.021544889433855633,0,1,1
15,-2.5743961740100234,0.2244962096270593,-0.4770810032549404,2,0,4
16,1.6470865032174358,0.4680528832758168,0.06529320989696658,0,1,1
17,0.6033958832697159,0.5367791251580007,-0.32512875397377955,0,1,1
18,-1.9114638959939938,1.7755235306981167,-0.03860688198407012,1,2,2
19,1.238542020944011,-0.38973180341759356,0.11257389514436078,0,1,1
20,0.771084693699742,0.7088818324414733,0.20156241713576697,0,1,1
21,-3.9914430273223216,-3.878414303601626,6.916337187614551,2,0,-1
22,0.19298001069989124,0.3198910913844224,-0.44173470787144914,0,1,1
23,-0.9612043515036637,0.3194201615213606,-0.8288183802073669,1,2,2
24,0.5076201277782824,1.5391560219072717,0.08443311919094276,1,2,2
25,1.423447111672229,-0.11740184651257529,0.19091725115848696,0,1,1
26,0.7975313576765347,0.7039994633904454,0.12021303200035735,0,1,1
27,-2.755783171077407,4.630504628841632,1.1618310142310384,1,2,-1
28,0.5112092948713363,-1.161044489103264,-0.3234175410523806,0,1,1
29,-2.832468126151613,-0.5614130194044239,0.5452386681974208,2,0,4
30,1.0923712310327824,-0.34893698743923773,-0.16973685814541187,0,1,1
31,-0.0755081879854951,-1.4249219325012947,0.8670896148662125,2,0,4
32,0.8810194763277718,-0.6163845752932279,-0.16673082902412828,0,1,1
33,0.41849079254149807,0.2644491682529825,-0.4034721099879057,0,1,1
34,-0.5226919817699771,0.19703571358629324,0.018113879661950865,1,2,2
35,1.6132808458584422,-0.06285178192041357,-0.056469195782570654,0,1,1
36,-2.4571023979997926,-0.5649831638603835,-0.6422624585998888,2,0,4
37,1.4449651321910262,0.09549567674925319,0.4352976689782608,0,1,1
38,1.2047363635850177,-0.9206364686138241,-0.009188510535176463,0,1,1
39,-1.570693661354072,0.5035455267677804,2.1542244296322086,1,0,0
40,-1.332268339434879,0.4356605796176031,1.051410979505137,1,0,0
41,1.79818593658666,0.20947817498460453,0.02187416023155547,0,1,1
42,1.5456695311404554,-1.1246611123128747,-0.29999400714164515,0,1,1
43,0.09773616913991624,-1.8010492834838183,0.04959294715019734,0,1,1
44,1.2434706644020066,-0.60751169573045,-0.21315590781082297,0,1,1
45,-1.2911893585838465,-1.6409686715428666,-0.7427517530292747,2,0,4
46,1.6421578597594402,0.6858327755886733,0.3910230128521503,0,1,1
47,2.340613571931117,0.708460903765257,0.3795222404141705,0,1,1
48,1.0659245670559896,-0.34405461838820967,-0.08838747301000212,0,1,1
49,-0.5883369168856327,1.2871968359383723,-1.161748110279362,1,2,2
50,-1.2014331201096724,-0.6967119838417167,-1.2733045597208044,2,0,4
51,-3.16541539708746,-0.15205150741125406,0.020697919748458218,2,0,4
52,1.6132808458584422,-0.06285178192041357,-0.056469195782570654,0,1,1
53,-2.1973219884773183,-1.487923947980018,0.9829413173155611,2,0,4
54,-1.0165280293814545,-0.42438202693669846,-1.1949612037066781,2,0,4
55,-3.271761012622436,-1.5269856106870892,-0.018859494334969876,2,0,4
56,-1.7371286653093183,-0.3294575124219712,-0.40938281321809444,2,0,4
57,0.8521424624267737,-1.3650691328023148,-0.6142230376588492,0,1,1
58,1.4283757551302243,-0.33518173882543184,-0.13481255179669682,0,1,1
59,-0.1908355843933943,1.516527893730688,0.0959338916289224,1,2,2
60,-2.1671911681015406,-1.40013972237721,-0.6064825457904743,2,0,4
61,-1.3617629371574975,-0.33302765687793084,-1.5968839400154038,2,0,4
62,-0.8813053999454802,1.6992366338482234,-0.7079115809885292,1,2,2
63,-0.9446149744428619,0.7500975770960454,-0.2587081594324092,1,2,2
64,-0.6288839838052069,0.2405088154813302,0.7141804041119738,1,2,2
65,1.7471639989294747,-0.4216537398331714,0.34845956964743857,0,1,1
66,1.936997733115688,-0.3671036752410097,0.10107312270638098,0,1,1
67,-3.2230837549992946,1.4939003281745304,1.244750431507912,1,2,2
68,-0.9827223720224608,0.10652263825953198,-1.073198798027141,2,0,4
69,-0.05093291430510257,-0.7889076486324907,0.6218535905857391,0,1,1
70,-1.4650606189466477,-0.9343911546072038,1.0932029505571188,2,0,4
71,1.6470865032174358,0.4680528832758168,0.06529320989696658,0,1,1
72,-1.8911903625342068,2.298867540926638,-0.9765711391797383,1,2,2
73,-0.6871699255386616,1.866456972080668,-0.26256979501439226,1,2,2
74,0.32630420414311834,-1.4333744460082825,-0.40176089706650675,0,1,1
75,1.75209264238747,-0.6394336321460279,0.022729766692254825,0,1,1
76,-0.9962638153374372,0.44941582823140896,1.0863352858538522,1,0,0
77,-1.9491073232517189,-0.26645493432282186,0.6120812517735674,2,0,4
78,1.1758593496840197,-1.669321026122911,-0.45668071916989744,0,1,1
79,-0.46353053399345506,2.45191170186906,-0.3881938362759126,1,2,2
80,1.2846353151432008,0.4591800037130389,0.11171828868366128,0,1,1
81,1.936997733115688,-0.3671036752410097,0.10107312270638098,0,1,1
82,1.462181412489218,0.1957229263707987,-0.01305014611715955,0,1,1
83,-0.0755081879854951,-1.4249219325012947,0.8670896148662125,2,0,4
84,-3.271761012622436,-1.5269856106870892,-0.018859494334969876,2,0,4
85,1.591762825339645,-0.2757493051822421,-0.30084961360234463,0,1,1
86,1.0997302244149831,0.1868500468080208,0.03337493266953515,0,1,1
87,0.30119701653126735,1.0539285417404254,-0.2382906546429573,1,2,2
88,-1.594015128559685,-0.7933690890073026,0.36254438217192564,2,0,4
89,-0.03614698393111636,-1.4422473255710604,-0.35533581827981203,2,0,4
90,-0.01516087734377749,1.89396746930828,-0.1927211823169622,1,2,2
91,1.936997733115688,-0.3671036752410097,0.10107312270638098,0,1,1
92,-1.1185719046958251,-1.6866458565722504,-0.5417903848749117,2,0,4
93,1.7643802792276666,-0.3214264902116259,-0.09988824544798175,0,1,1
94,0.902537496846569,-0.40348705203139945,0.07764958879564574,0,1,1
95,1.4283757551302243,-0.33518173882543184,-0.13481255179669682,0,1,1
96,-0.6043087101248144,0.8765230993501343,0.4689443798315003,1,2,2
97,1.6132808458584422,-0.06285178192041357,-0.056469195782570654,0,1,1
98,-2.6469361321860054,-0.6195332284525452,-0.3948760116588312,2,0,4
99,-0.27996491963017867,0.24182104007639876,-0.39197133754992614,1,2,2
100,1.79818593658666,0.20947817498460453,0.02187416023155547,0,1,1
101,1.4283757551302243,-0.33518173882543184,-0.13481255179669682,0,1,1
102,-2.1443336712178014,1.295178419582298,-0.2799812706825607,1,2,2
103,-0.6331857240258125,0.1278385418410474,0.02145217119677931,1,2,2
104,-2.0806551157044773,-1.9469531555143211,1.8362178978409904,2,0,4
105,1.394570097771231,-0.8660864040216624,-0.25657495747623404,0,1,1
106,0.948630791045759,0.44542475509923307,0.07679398233494625,0,1,1
107,-1.488914000083719,0.892011501235225,-0.7802428787600881,1,2,2
108,1.2723476783030048,0.14117286177863697,0.23433630082389803,0,1,1
109,-0.696495298523194,-0.8213005149111308,0.47065559275289925,2,0,4
110,-2.2506792867527774,-0.07975568369353668,-0.31953868476598857,2,0,4
111,0.12302401594786047,1.647835785035805,0.9049358160282416,1,2,2
112,-0.5311418487114419,1.3901023714765992,-0.6317186476349871,1,2,2
113,-2.4405130209389907,-0.1343057482856984,-0.07215223782493119,2,0,4
114,-0.2683041860273722,0.8902783479639403,0.5038686861802153,1,2,2
115,1.238542020944011,-0.38973180341759356,0.11257389514436078,0,1,1
116,-1.2825858781426356,-1.4156281242623008,0.6427047128011142,2,0,4
117,0.39032635176805175,2.3286353953947145,0.24961457453589114,1,2,2
118,1.2047363635850177,-0.9206364686138241,-0.009188510535176463,0,1,1
119,1.4283757551302243,-0.33518173882543184,-0.13481255179669682,0,1,1
120,-1.1338218053916853,0.3650973465507444,-1.02977974836173,1,2,2
121,1.0536369302157933,-0.6620617603226118,0.03423053913023464,0,1,1
122,1.7643802792276666,-0.3214264902116259,-0.09988824544798175,0,1,1
