,MntWines,MntFruits,MntMeatProducts,MntFishProducts,kmeans_pca,hc_pca,dbscan_pca
0,3.756221977233005,-0.658094830627389,-0.0638569452747083,-0.3346734093361056,2,2,0
1,-1.7089770130419235,-0.314345348316902,0.01301150803143807,-0.03819437747877732,0,1,1
2,0.819073826390123,-0.3275598104488051,0.0706160566272025,-0.6317530449645186,1,0,2
3,-1.5713219293230094,-0.40738639474690336,-0.001993280453789311,-0.08323689344470785,0,1,1
4,-0.18170158087351834,-0.73043538862964,-0.08255799419394849,-0.24254121806457288,0,1,1
5,-0.07021801407118108,0.0027119741086897094,-0.6329364037132977,0.4441412427008465,1,0,2
6,0.5483723243404245,-0.8957214793152241,-0.0007037006520336435,-0.09211504348950482,1,0,2
7,-1.32399364420668,-0.09527633328038967,0.09184907063564807,-0.16306007679451473,0,1,1
8,-1.679366652143654,-0.36076151164936493,-0.08064348980768146,-0.007932153403219035,0,1,1
9,-1.6632085315065201,-0.19841951609517197,0.08509717139736014,-0.014338575077005762,0,1,1
10,-1.711037306483183,-0.4089768649588526,-0.04433211642688948,-0.05758971019067747,0,1,1
11,-1.4051824506208928,-0.39644750261523337,0.20676628672040673,-0.2564641468820532,0,1,1
12,3.1405493662863293,-2.3309588106069468,-0.06280474279797926,0.07094718881251552,2,2,0
13,-1.2601894917444167,0.13227280336712896,-0.26818914105336517,0.07486056439545684,0,1,1
14,-1.5306412741757822,-0.469145132046488,0.026519856797532784,-0.21839593908908153,0,1,1
15,1.2279027280560593,0.8367298526186578,-0.79965966575189,1.102066686012103,1,0,2
16,-1.4848174014295972,-0.3987347379247,-0.07626150152493087,0.15890099398507904,0,1,1
17,-0.07636076525279062,-0.8580997609268933,0.4981095638931928,-0.5527850876554101,0,1,1
18,2.4521098656138505,2.5374829377591435,0.28594485189907287,-0.6543374393439255,3,0,4
19,-0.8433133755064471,-0.4823838049605628,0.5960896193772027,0.09242490748472618,0,1,1
20,-0.2945710298101979,-0.4329536358726045,0.5719590589183402,0.34286174781872847,0,1,1
21,1.561239891171869,-0.038925618716238466,-3.319239763356731,-1.649031518110665,1,0,3
22,-0.557859313031324,1.4284191641801653,-1.1789042271803714,0.24852691254071743,1,0,2
23,-0.6583773049244726,0.004289724185322172,-0.6385327812055046,0.564310453850665,0,1,1
24,-0.40307727797604453,0.8517482010392847,1.0296234733792609,-0.036185269331100264,3,0,4
25,-1.3828699598003222,-0.44245279393822723,0.1324322174026071,0.06545524137624593,0,1,1
26,-1.1628144299076855,0.2656220993923412,0.254874726103626,0.07090663114060189,0,1,1
27,3.28658956838745,0.8946272714106949,5.476409497074864,5.173756769857151,3,2,-1
28,-1.2259454394223246,-0.5055687113235205,0.031588035692572666,0.2392588076214917,0,1,1
29,2.4182691532347476,-0.5251752029066695,-2.2021911313449856,-0.42974033577637,1,0,2
30,-1.6750704913502286,-0.3741337917512579,-0.011124810779163209,-0.05773110691815447,0,1,1
31,-0.3366298599865672,0.22491132811116796,1.119359283808153,0.06108494617302934,0,1,1
32,-1.6418065627273661,-0.14608607587408354,-0.17265982413254854,-0.004381629944482941,0,1,1
33,-0.6166296051289136,-0.21282398707620256,0.36863156757709215,0.06262069479378471,0,1,1
34,1.7970363956599062,-0.7015089128536071,-0.909071667783053,0.1301935726562447,1,0,2
35,-1.6821235848514564,-0.2805710869753254,-0.09838607425502904,-0.027122574443533675,0,1,1
36,-0.24541329568727335,1.0831319157119463,-0.7896902053494335,0.08482542415431535,1,0,2
37,-1.315543246091827,-0.15715259530439107,0.4754753466157873,-0.009486433341491851,0,1,1
38,-1.694285754589637,-0.23642340596538033,-0.08187789516079368,-0.028318897804973108,0,1,1
39,1.2212539332313406,-0.4515913152589764,-0.04883133754554435,0.09043383235802847,1,0,2
40,3.6557135732022035,-1.1570082576028564,0.3584534399724836,1.9217537218597134,2,2,-1
41,-1.65792904595615,-0.2921100513355287,-0.01840389298118084,-0.0832431604951204,0,1,1
42,-1.733555081410246,-0.3451036160859997,-0.027397877215100667,-0.032618661095266795,0,1,1
43,-1.2044455666470526,0.05736548000818546,0.3296427549012012,-0.14535798817723872,0,1,1
44,-1.6526384796404676,-0.281649620560483,0.10639583422516898,-0.02959513020699554,0,1,1
45,3.8811039301585057,-1.1874875098962627,2.6467474433639637,-2.546171527982344,2,2,-1
46,-0.9124484016932658,-0.28564305925325045,0.7333600802080819,0.11673066555816779,0,1,1
47,-1.5407939599520106,-0.32234390449419736,0.11195271820941552,-0.027500897113302846,0,1,1
48,-1.413119962655959,-0.36527840905180203,-0.07659538159301643,0.05195861824088156,0,1,1
49,1.2968184402468828,0.5565634562664373,-1.022666120066208,-0.03319574147273599,1,0,2
50,-0.018346852523249583,-0.7192746231594239,-0.23496367571104695,0.8868713182791819,0,1,1
51,2.947775450442747,-0.6787389030212576,-1.6548399773825069,2.2644971635746862,2,2,-1
52,-1.4212038609148607,-0.5291453644863207,0.011802235719918014,-0.23847785130688515,0,1,1
53,4.3527997293314975,0.9130136645514433,2.283344745444517,-1.6144026595712837,2,2,-1
54,-0.054828111715642364,1.0041355891431019,0.8854431785231778,0.31179844774600873,3,0,4
55,4.580997462770034,0.9767730870858333,1.0969331318131,0.9449785284043987,2,2,-1
56,2.2860325905284515,-1.351648160023792,-0.3331644496185875,1.0507867473452672,2,2,0
57,-1.7202260973016086,-0.3118742951495087,-0.010251660311192163,-0.02795755835421084,0,1,1
58,-1.6462716243423563,-0.3374194010123167,-0.011724206890188113,-0.056149935773751,0,1,1
59,-0.9784667898539999,0.8916499768802588,-0.12547961451006595,0.12884729993844485,0,1,1
60,1.511017786931842,1.1516589268201944,-0.722446988589574,-0.5940849356860828,1,0,2
61,-0.5652449658628561,0.1384177288360428,-0.7088973870700601,0.13474853794791852,0,1,1
62,0.6504219483957695,1.9495741772719875,1.4867361718980174,0.09873348704140728,3,0,4
63,-1.010817107680855,0.6467551902111842,-0.8288403995731438,0.26670160552369343,0,1,1
64,2.1708235939900025,-1.3378449356301858,-0.39516049024791344,1.1928453782968012,2,2,0
65,-1.5805859047562791,-0.3092171957889359,0.16948082543065052,0.029973554613478004,0,1,1
66,-1.7960591574526323,-0.34993235491376246,-0.06998862483010339,-0.033608330329970786,0,1,1
67,1.8119084807584322,-0.0500411221778998,-0.5917059266072832,-0.6546853996595177,1,0,2
68,0.906117464684136,0.018118664726453373,1.0859156036554927,0.9605131834426246,3,0,4
69,1.9571221437136186,0.9633179603448656,-0.8603066718961405,-0.494032667278921,1,0,2
70,2.2290512612873363,-1.0891378953137252,-0.9103446583387308,-0.3616568252842319,2,0,5
71,-1.3771784448289783,-0.2925453125473479,0.12051827841454747,-0.09919519277769501,0,1,1
72,1.809455404306399,-0.6576693472769399,0.7230246848097549,-1.068879600854928,2,0,5
73,-0.8071585236466037,0.7654245036665694,-0.6879835441308629,0.19181341242326658,0,1,1
74,-1.4164889305296096,-0.4920425273902726,0.080448059968077,0.12202409995933301,0,1,1
75,-1.7516412643012154,-0.38155262305545323,-0.046048872384317076,-0.0424657522715871,0,1,1
76,3.0571351982810264,-0.30400079282374554,-2.108326871342404,-1.9569977187471475,1,0,-1
77,4.479833017280717,-0.3785032475676455,-1.6187484887769483,-0.08394896128976877,2,2,-1
78,-1.7088595262512576,-0.30162490881095055,0.06835917765169938,0.019076620946432307,0,1,1
79,-0.7125270662264679,1.217899472632528,-0.26411215527306797,0.15049628868356604,0,1,1
80,-1.3451042676284741,-0.18169459747209343,-0.00012289491106355437,-0.05124919419743271,0,1,1
81,-1.7419430419580553,-0.3385412684914968,-0.00512572477331601,-0.06016979096830889,0,1,1
82,-1.4839964068046836,-0.16489837173711341,0.2308830477668506,-0.13137170297169787,0,1,1
83,-0.3366298599865672,0.22491132811116796,1.119359283808153,0.06108494617302934,0,1,1
84,0.8162944505873714,-0.14513064920194677,0.18923027697848596,0.5399064179890618,1,0,2
85,-1.535974790653119,-0.4612348748720355,-0.01767369112588523,-0.10099258640165107,0,1,1
86,-1.6013989263862876,-0.07657209588965794,-0.1975294192585386,0.0032241959799127846,0,1,1
87,-1.096330572839629,0.43967570554650837,-0.0341222289220252,0.045545157740296195,0,1,1
88,3.5135980352050646,-0.44365402895210704,0.9832443334270922,1.0277229496839855,2,2,6
89,-1.4090215793732992,-0.14052039685636172,-0.19118302237534457,-0.1369901976723286,0,1,1
90,0.3882639707571274,-0.32410433596250177,0.2583045750891215,-0.08905543109840632,1,0,2
91,-1.7632276632828698,-0.35433517686698535,-0.06046639763335091,-0.05064670358355782,0,1,1
92,0.9688684860941771,-0.3836736499762927,-0.7884059142296983,-0.5081042826558752,1,0,2
93,-1.7151881345098556,-0.32464925557362495,-0.031017490088298728,-0.04251131684796684,0,1,1
94,-1.7305123184341793,-0.33337057015711374,-0.1144761045331766,-0.06138917869053156,0,1,1
95,-1.543513645574756,-0.3996539948339434,0.08566764962312354,-0.03532593279337175,0,1,1
96,-0.7088373879338229,1.3221140691299031,0.2557447500923667,0.15822620599665538,0,1,1
97,-1.6941675537248546,-0.2796338026584442,-0.10531414480716136,-0.024777746749693078,0,1,1
98,1.6261491308270066,1.7472956156100214,2.2217017260317897,-0.9918791564856198,3,0,4
99,0.23182183935186199,-1.280249800839206,0.05292821944993238,0.315231602952232,0,1,1
100,-1.6382135132780118,-0.19707318867620724,0.012614234968492604,-0.019225147560329715,0,1,1
101,-1.6924697434156042,-0.2604665550645168,-0.04533622059069818,-0.04546951466487105,0,1,1
102,4.389096642804673,-2.1399710691821716,1.5825908171265441,-0.2422735184066256,2,2,-1
103,1.8024806317595246,0.06128675794248538,0.18417109868560014,-0.5540785259035546,1,0,2
104,1.5009767539081127,-0.5979451339726204,-0.8226790522049703,-1.1713968168982127,1,0,2
105,-1.6246990893293345,-0.3519827074310974,0.09039056576105728,-0.12188323454921267,0,1,1
106,-1.5048050341618509,-0.05560267419436174,-0.21148001318314663,-0.006603139559088952,0,1,1
107,2.2135073757635397,-1.307027227161825,0.46212963725653455,0.2229700716921741,2,0,5
108,-1.3830563513736507,-0.03223684805450164,0.1871851694998993,-0.0049857553968161595,0,1,1
109,1.7475493419092287,-1.1032922604833948,0.24208033437237664,-1.856297160647447,2,0,5
110,1.5258771455462525,-0.1546803612410803,0.2699079550263491,-0.8466963388340558,1,0,2
111,1.7190260221735034,2.2737284878897994,-1.1557683963554972,0.9477125340885639,1,0,2
112,-0.792192053370505,1.2092032328615123,0.01831455989607279,0.17067606877301802,0,1,1
113,0.03151231675956182,0.06618793497726323,-0.4889014182881537,-0.18588465272843202,1,0,2
114,-0.7242501158262514,1.073993879579038,0.25066650210381186,0.03431519977901551,0,1,1
115,-1.5000448813343663,0.009148981552017791,0.2066650308838099,-0.01860953143261115,0,1,1
116,3.7017305951009694,-1.2546639785817517,-1.2626787091035625,-0.7721827446498342,2,2,0
117,2.2207013309753516,-1.396974046646099,2.0142286462751167,0.34725627473501525,2,0,-1
118,-1.4055562510757105,-0.16192447804024557,0.33520919970575713,0.06882944212087289,0,1,1
119,-1.570573170922678,-0.48910976853503924,0.01732634810497192,-0.06329678712108895,0,1,1
120,0.682592669264472,-0.5396931780540891,0.20701838818508175,0.6740684360668053,1,0,2
121,-1.5767933905849572,-0.2611267537429493,-0.0019847546917963928,-0.003787281067448423,0,1,1
122,-1.6748700918396846,-0.3316453008241244,0.03197178550974877,0.026165611991323726,0,1,1
123,-1.6631872398798033,-0.3781212459909833,-0.05747390777427311,-0.01593636942897522,0,1,1
124,1.666332409592278,1.5613464294586175,1.3822608348621406,1.0992074733894404,3,0,4
125,0.6981953710695489,0.9514283851222562,2.1448737169516194,-0.0759253278772325,3,0,4
126,4.766871917403951,0.7929519613278962,1.2604366289374886,-3.035859002147788,2,2,-1
127,-1.674427808611568,-0.1965524740195824,-0.12647454835551813,-0.02207252539539496,0,1,1
128,-1.1882932707938687,0.3812537382586444,-0.36980175674390425,0.040547035043656296,0,1,1
129,-0.5166362065202702,0.3201856354263677,-0.7001445795345895,0.014615542234834038,0,1,1
130,0.9008810665740605,-1.1923465909336297,0.848096516987371,0.7486539174703933,2,0,5
131,-0.7534513462652362,0.9460162689767133,-0.29681917207788777,0.18941770887401446,0,1,1
132,1.4148926118846452,0.01888977880623099,1.4556691581401344,-0.6035598377179229,3,0,4
133,1.3678380015666118,-0.05027209849081786,1.340905553706004,0.3767329787609122,3,0,4
134,-1.326988138025981,0.2585110847047478,-0.092985304951204,0.012885559452235186,0,1,1
135,1.1188402806658417,0.4861617314324835,-2.1439736169338497,0.27850721749671636,1,0,2
136,-1.5919897908714216,-0.39193153484403126,0.10060645994687009,0.021902676575271982,0,1,1
137,-1.5531410990308578,-0.12136327007945591,0.04239802469087116,-0.06558593477336029,0,1,1
138,-1.5936477126875224,-0.1755638572624307,0.2079849662011156,-0.015184116393079728,0,1,1
139,-1.6957638933684551,-0.32769024293623444,-0.033602864807935,-0.04615221940563953,0,1,1
140,2.866504023055177,0.42797434517886956,-2.56721425179022,-0.22336434581865636,1,0,2
141,0.09260366105208485,1.2856096835087019,-0.7750817440254192,0.39554515770052007,1,0,2
142,1.9177021101890943,0.9976463383490973,-0.06145600074264815,-0.2603423656814013,1,0,2
143,0.19741737984340618,0.4544166955050371,-0.5374188721369911,0.3709215892096926,1,0,2
144,0.18147600067183395,0.0573688524459792,1.7394530797461654,-0.46067001205050895,3,0,4
145,0.2947935193355527,0.573795089896667,-0.3148192784375698,0.5667952572495369,1,0,2
146,-1.383567895692305,-0.4120213742199703,0.19712621961556773,0.06166824995662832,0,1,1
147,-1.735954140671564,-0.33256268064909644,-0.020436087110345214,-0.03492176302152229,0,1,1
148,-1.2059098676186306,0.010215901261275277,0.16404540040514667,-0.157638035693356,0,1,1
149,-1.1809626310471493,-0.586442818284789,0.03224127805490509,0.11208681784578682,0,1,1
150,-0.5734293528919331,-0.18288436352209553,-0.2903099435927639,-0.14814727683242132,0,1,1
151,-0.7467790057693274,0.022312644529947863,-0.3483607217181192,0.02139929204536608,0,1,1
152,-0.361535405735246,0.5975064731354884,0.900636294945217,0.14738234800314184,3,0,4
153,-1.2551863819089406,-0.4382351354217065,0.25400323407277514,0.05346994788075581,0,1,1
154,-0.21795790357959785,2.0394848967395807,-0.33422310273788497,0.2901254752943175,3,0,4
155,0.7769697454663151,1.4174016666960914,-1.2359169081007129,-0.06300608370243245,1,0,2
156,-1.2018455386420697,-0.11784631273898812,-0.40703499170006396,0.13826278503719505,0,1,1
157,-1.759797757601255,-0.3714100601964285,-0.07212839521658511,-0.06075730783568039,0,1,1
158,-1.0760750318318735,-0.5396572635537722,0.05988207587384958,0.3108111409603049,0,1,1
159,2.1511057532282787,-0.43326657353522874,-0.2823233483937663,0.811608467861169,2,2,0
160,-1.765044337766052,-0.3079583074877864,0.005197923221576654,-0.037090699884751735,0,1,1
161,1.0646365161616715,1.9778123877886375,-1.8280541942645678,0.2337738354393798,1,0,2
162,-1.49346238315404,-0.30966771249893865,-0.12428043175703334,-0.04765135484917608,0,1,1
163,0.2231103370323586,1.3375302377772695,-1.6879909660222954,0.18614947611068702,1,0,2
164,1.326934604510707,-0.05003529923881335,-3.070568088267145,-1.4986458840963965,1,0,3
165,-1.45455471511407,-0.11227326851894495,0.2807164892344552,-0.03653769250143884,0,1,1
166,0.16028387961632545,-0.873993015865623,0.31340294711326977,-0.4644274710884333,0,1,1
167,-1.387012023291341,-0.032894911960752934,-0.3638999278532112,-0.06802030431598327,0,1,1
168,3.8134069077250796,-1.5252097306897783,1.5744269490458442,-1.338953045167479,2,2,-1
169,-1.2792858901785151,-0.4165115690218819,0.23664596277097957,0.138820572634836,0,1,1
170,-1.6292862652140863,-0.35917207641358023,0.042538669017225576,-0.09421490036207678,0,1,1
171,-1.466304924928331,-0.34746866041063884,0.1897499307432384,0.025604844625683586,0,1,1
172,-1.369731050655026,-0.03184260056204838,0.19116938672451142,-0.05058248698782307,0,1,1
173,-1.668486970889245,-0.15809683978133085,-0.09434943228405752,-0.00788558270403319,0,1,1
174,-1.4066703209695735,0.22896513369764088,0.5293012532712342,-0.018617783308011577,0,1,1
175,2.5474937889707916,0.47259072932003854,-1.77803459275785,0.3029218742849046,1,0,2
176,2.3972304586525994,0.5072110657355973,0.5492577882536751,0.8272940935235599,2,2,0
177,-1.7368044906599938,-0.29229323308981275,-0.09303996996033562,-0.037613958899992195,0,1,1
178,-1.7745661762555716,-0.36408004384893994,-0.047636050777264606,-0.04993539302154253,0,1,1
179,1.6261491308270066,1.7472956156100214,2.2217017260317897,-0.9918791564856198,3,0,4
180,-1.4528802831929897,-0.09648797969328685,-0.19433585640238116,0.062492663485422456,0,1,1
181,-1.4523555189291644,-0.47231309329300253,0.08536553888074158,0.05795665833401779,0,1,1
182,0.904252844698928,1.6807389811507196,0.8698968779593068,-0.06315562063246122,3,0,4
183,-1.6561439065182781,-0.16801911916398163,0.04254371312445595,-0.03294405064888123,0,1,1
184,-1.4730348714864892,-0.4787686115140211,0.11706242612429045,0.12319578751817177,0,1,1
185,-1.585396130019994,-0.37274204021069207,0.026546571239397406,-0.027702148566715597,0,1,1
186,-1.7533458822190313,-0.28367799306681374,-0.07873818084596376,-0.02384941069256008,0,1,1
187,-0.19816300981681595,1.3103504741476697,0.9686805014024946,0.11334713875785302,3,0,4
188,2.4197556764407637,-0.35673759936644617,-1.518665610959207,0.2999244291076814,1,0,2
189,-1.666664158836171,-0.27163376437121955,-0.08187885522803294,-0.061051254300180005,0,1,1
190,-1.2767908424666707,-0.1849715536503549,0.5130508155360175,-0.22286101275296522,0,1,1
191,2.7817389523791114,-0.38005698827770057,0.42658493228763605,1.0637944230837157,2,2,0
192,-1.4516675588806378,-0.21007666629195643,0.3020767576768121,-0.05733240080996363,0,1,1
193,-1.3488512434700004,-0.3133668711989262,0.2265772525964877,0.2829335166496234,0,1,1
194,-1.162314878041189,0.01728512833421462,-0.2600885544647646,0.09333372854685511,0,1,1
195,-1.6985642360392912,-0.3018979188692392,0.0210632530371444,-0.03555363188257413,0,1,1
196,-0.23163368048731808,0.48476335997713976,-0.9515905993686141,0.12551919771609263,1,0,2
197,2.835954199500102,-0.6026645199466063,-1.2951312764836087,2.526468201402403,2,2,-1
198,3.406796789094872,-0.07811486590182377,1.57985882328692,-2.0562769867711532,2,2,-1
199,-0.9561977908704258,0.5702514236659746,0.8128911394146247,-0.08701778397926148,0,1,1
200,-0.8596759998352006,0.7520822168080977,-0.16925643472439691,0.1289263367729706,0,1,1
201,3.6808403125305853,-1.4008970274285868,0.6462774209117255,-2.5923876427196078,2,2,-1
202,1.5351161662403796,-0.059268933668355374,-0.46125073087658675,0.935141928202583,1,0,2
203,2.40196994469674,-0.6040100033370311,-0.1233861826314722,2.9567656755085214,2,2,0
204,-1.739956156669547,-0.2951581023943886,-0.06679445256831684,-0.03951839000448327,0,1,1
205,-1.5825349667079245,-0.29405769702541185,0.17748581927956825,-0.07234937698588806,0,1,1
206,-1.5023897418535477,-0.3535617831764657,0.1483397351829686,-0.02690700877134538,0,1,1
